Age,Attrition,BusinessTravel,Department,EmployeeNumber,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction
35,Yes,Travel_Frequently,Research & Development,20729,Female,159,3,2,Sales Representative,4
23,Yes,Non-Travel,Sales,20730,Female,199,3,3,Human Resources,1
37,No,Non-Travel,Software,20731,Male,197,1,5,Human Resources,3
30,Yes,Non-Travel,Support,20732,Male,35,3,5,Manufacturing Director,4
31,No,Travel_Frequently,Research & Development,20733,Male,132,2,2,Research Scientist,3
54,No,Travel_Frequently,Hardware,20734,Female,161,1,1,Research Scientist,3
55,No,Travel_Rarely,Human Resources,20735,Female,111,4,5,Manager,4
29,No,Travel_Rarely,Support,20736,Female,144,1,4,Manager,2
22,No,Travel_Rarely,Human Resources,20737,Female,177,1,5,Sales Representative,4
43,Yes,Non-Travel,Hardware,20738,Female,182,3,3,Manager,1
31,Yes,Non-Travel,Support,20739,Male,56,3,5,Manager,1
59,No,Travel_Frequently,Hardware,20740,Female,137,3,5,Research Scientist,2
25,Yes,Travel_Frequently,Software,20741,Male,173,2,5,Manufacturing Director,2
32,No,Non-Travel,Hardware,20742,Female,187,2,1,Research Scientist,3
48,Yes,Travel_Rarely,Research & Development,20743,Male,151,3,3,Healthcare Representative,4
52,Yes,Travel_Frequently,Software,20744,Female,114,3,3,Manufacturing Director,4
39,No,Travel_Rarely,Software,20745,Male,193,4,4,Research Director,1
57,Yes,Non-Travel,Software,20746,Male,117,2,2,Healthcare Representative,4
41,Yes,Non-Travel,Support,20747,Male,161,1,4,Developer,4
22,Yes,Travel_Rarely,Hardware,20748,Male,85,3,5,Research Scientist,4
33,No,Travel_Frequently,Hardware,20749,Male,104,1,2,Developer,3
56,No,Non-Travel,Hardware,20750,Female,117,1,5,Sales Executive,4
38,Yes,Travel_Frequently,Support,20751,Female,62,2,4,Manufacturing Director,2
58,Yes,Non-Travel,Hardware,20752,Female,184,3,1,Manufacturing Director,4
35,No,Non-Travel,Support,20753,Male,66,3,1,Research Director,1
40,No,Travel_Frequently,Research & Development,20754,Female,84,1,1,Manager,3
51,No,Non-Travel,Sales,20755,Male,132,2,2,Manufacturing Director,4
32,No,Non-Travel,Research & Development,20756,Female,66,4,5,Laboratory Technician,2
58,No,Non-Travel,Human Resources,20757,Male,51,1,2,Manager,3
56,No,Non-Travel,Software,20758,Female,114,4,1,Sales Executive,2
39,Yes,Travel_Frequently,Hardware,20759,Female,64,4,1,Developer,3
37,Yes,Non-Travel,Software,20760,Male,58,2,5,Developer,1
40,Yes,Travel_Rarely,Hardware,20761,Female,84,1,2,Sales Representative,3
41,Yes,Travel_Frequently,Hardware,20762,Female,134,2,3,Manufacturing Director,3
36,No,Non-Travel,Human Resources,20763,Female,170,2,2,Sales Representative,4
34,Yes,Travel_Frequently,Support,20764,Male,131,1,1,Human Resources,2
45,No,Travel_Frequently,Human Resources,20765,Female,187,2,5,Healthcare Representative,3
21,Yes,Travel_Frequently,Sales,20766,Male,95,3,1,Manager,2
44,No,Travel_Rarely,Human Resources,20767,Male,61,2,4,Sales Executive,3
56,Yes,Travel_Frequently,Support,20768,Male,113,2,4,Research Scientist,4
57,No,Non-Travel,Human Resources,20769,Male,195,2,3,Sales Executive,2
30,Yes,Travel_Frequently,Sales,20770,Male,30,4,1,Sales Representative,3
22,No,Non-Travel,Hardware,20771,Male,115,3,3,Manager,4
43,Yes,Non-Travel,Sales,20772,Male,110,3,5,Sales Representative,4
29,No,Non-Travel,Hardware,20773,Male,130,3,5,Manufacturing Director,4
27,No,Non-Travel,Human Resources,20774,Male,161,1,3,Sales Executive,1
48,Yes,Travel_Rarely,Software,20775,Male,65,4,5,Laboratory Technician,1
26,No,Non-Travel,Sales,20776,Female,121,2,4,Manufacturing Director,3
41,Yes,Non-Travel,Support,20777,Female,95,3,4,Research Director,3
52,Yes,Travel_Frequently,Human Resources,20778,Female,190,3,5,Developer,1
30,Yes,Travel_Rarely,Sales,20779,Female,44,1,4,Manufacturing Director,4
29,No,Non-Travel,Research & Development,20780,Female,35,2,4,Manager,4
31,Yes,Travel_Rarely,Software,20781,Female,57,1,5,Research Director,4
39,No,Travel_Rarely,Software,20782,Female,173,1,4,Research Scientist,4
24,No,Travel_Rarely,Support,20783,Female,112,2,5,Manufacturing Director,2
19,Yes,Non-Travel,Research & Development,20784,Female,186,3,1,Manager,3
52,No,Non-Travel,Human Resources,20785,Female,165,3,1,Research Director,2
31,Yes,Travel_Rarely,Research & Development,20786,Female,65,3,5,Sales Representative,2
46,Yes,Non-Travel,Sales,20787,Female,188,2,1,Research Scientist,1
36,No,Non-Travel,Software,20788,Male,64,1,2,Sales Representative,1
34,No,Travel_Frequently,Software,20789,Female,105,4,5,Manager,1
20,Yes,Non-Travel,Support,20790,Male,173,3,1,Manager,1
30,Yes,Travel_Frequently,Human Resources,20791,Female,178,3,2,Research Director,3
40,Yes,Travel_Frequently,Sales,20792,Male,151,2,5,Manufacturing Director,1
57,No,Non-Travel,Sales,20793,Male,192,2,2,Manager,1
51,Yes,Travel_Frequently,Software,20794,Male,99,1,4,Human Resources,1
46,Yes,Non-Travel,Hardware,20795,Female,159,3,2,Manager,3
21,Yes,Non-Travel,Software,20796,Male,42,1,1,Manager,1
49,No,Non-Travel,Software,20797,Female,116,4,3,Manufacturing Director,1
40,No,Non-Travel,Hardware,20798,Male,132,3,1,Manufacturing Director,2
20,Yes,Non-Travel,Research & Development,20799,Male,89,3,5,Research Scientist,1
39,No,Travel_Rarely,Hardware,20800,Male,190,3,5,Healthcare Representative,2
41,No,Travel_Frequently,Support,20801,Male,133,2,2,Developer,3
31,No,Non-Travel,Sales,20802,Female,109,1,3,Sales Executive,4
19,No,Non-Travel,Hardware,20803,Female,65,3,1,Laboratory Technician,3
54,Yes,Travel_Frequently,Software,20804,Female,109,2,3,Sales Representative,4
52,No,Travel_Frequently,Support,20805,Female,61,4,2,Research Scientist,4
35,No,Travel_Rarely,Software,20806,Male,35,3,1,Healthcare Representative,1
34,No,Travel_Rarely,Support,20807,Male,125,3,3,Human Resources,2
27,No,Travel_Frequently,Sales,20808,Male,42,4,5,Research Director,3
27,Yes,Travel_Rarely,Research & Development,20809,Female,39,1,3,Developer,3
51,Yes,Travel_Rarely,Hardware,20810,Female,56,3,1,Developer,1
28,No,Travel_Rarely,Human Resources,20811,Female,80,3,2,Laboratory Technician,2
35,Yes,Travel_Frequently,Hardware,20812,Male,97,1,5,Laboratory Technician,3
43,No,Travel_Frequently,Support,20813,Male,127,2,1,Research Director,4
50,Yes,Travel_Rarely,Sales,20814,Female,137,1,1,Laboratory Technician,4
46,Yes,Non-Travel,Support,20815,Female,78,4,1,Manager,1
48,No,Travel_Rarely,Support,20816,Male,122,2,2,Developer,4
54,No,Travel_Rarely,Software,20817,Female,128,1,3,Research Scientist,3
26,No,Travel_Rarely,Sales,20818,Male,125,1,3,Developer,3
21,No,Travel_Frequently,Human Resources,20819,Male,187,3,3,Manager,2
20,Yes,Non-Travel,Sales,20820,Female,128,2,4,Manufacturing Director,2
30,No,Travel_Rarely,Research & Development,20821,Male,121,2,4,Manufacturing Director,2
40,No,Travel_Frequently,Sales,20822,Male,192,2,4,Developer,3
34,Yes,Travel_Rarely,Human Resources,20823,Male,188,3,3,Healthcare Representative,1
32,Yes,Travel_Frequently,Sales,20824,Male,70,2,1,Developer,3
28,No,Travel_Frequently,Hardware,20825,Female,199,4,4,Sales Executive,4
32,Yes,Non-Travel,Sales,20826,Female,131,3,5,Healthcare Representative,2
20,No,Non-Travel,Software,20827,Female,96,1,1,Manager,3
22,No,Travel_Frequently,Human Resources,20828,Male,189,1,5,Manager,4
49,No,Travel_Frequently,Human Resources,20829,Male,65,2,3,Developer,4
22,No,Non-Travel,Hardware,20830,Female,54,4,4,Sales Executive,4
40,Yes,Travel_Rarely,Support,20831,Female,39,3,3,Research Scientist,1
31,No,Travel_Rarely,Software,20832,Female,198,3,1,Healthcare Representative,2
44,Yes,Travel_Rarely,Support,20833,Male,50,4,3,Developer,3
24,No,Travel_Frequently,Sales,20834,Male,116,1,3,Manager,2
57,Yes,Non-Travel,Research & Development,20835,Male,181,4,4,Sales Representative,4
39,Yes,Travel_Rarely,Hardware,20836,Female,45,2,3,Manager,3
55,Yes,Non-Travel,Human Resources,20837,Female,112,4,2,Research Director,1
55,No,Travel_Frequently,Sales,20838,Female,103,2,2,Research Scientist,3
18,No,Non-Travel,Software,20839,Male,176,4,1,Sales Representative,2
23,Yes,Non-Travel,Hardware,20840,Female,42,2,4,Laboratory Technician,2
21,No,Travel_Frequently,Software,20841,Female,82,4,5,Research Scientist,4
30,No,Travel_Rarely,Sales,20842,Male,93,3,5,Research Director,3
29,Yes,Non-Travel,Human Resources,20843,Female,199,1,5,Research Director,2
28,Yes,Non-Travel,Support,20844,Female,179,1,4,Healthcare Representative,4
30,Yes,Travel_Rarely,Sales,20845,Female,118,1,4,Sales Executive,4
46,Yes,Travel_Frequently,Sales,20846,Female,133,3,5,Research Scientist,4
34,No,Travel_Frequently,Human Resources,20847,Female,145,4,2,Healthcare Representative,4
26,No,Travel_Frequently,Human Resources,20848,Female,158,2,1,Healthcare Representative,3
21,Yes,Travel_Rarely,Human Resources,20849,Male,184,2,2,Manager,2
44,No,Travel_Frequently,Hardware,20850,Female,130,3,4,Manager,2
56,No,Travel_Rarely,Hardware,20851,Male,60,2,4,Sales Representative,4
56,Yes,Travel_Frequently,Research & Development,20852,Male,169,1,2,Healthcare Representative,2
51,Yes,Travel_Rarely,Hardware,20853,Male,72,3,5,Research Scientist,3
28,Yes,Travel_Rarely,Sales,20854,Female,125,4,1,Research Director,4
24,No,Travel_Rarely,Human Resources,20855,Female,112,1,4,Sales Representative,2
24,No,Non-Travel,Human Resources,20856,Female,151,1,3,Manager,1
20,Yes,Non-Travel,Research & Development,20857,Female,164,1,2,Developer,4
47,No,Non-Travel,Sales,20858,Female,97,4,1,Manufacturing Director,3
35,No,Non-Travel,Research & Development,20859,Female,82,4,4,Sales Representative,4
24,No,Travel_Rarely,Research & Development,20860,Male,140,4,1,Laboratory Technician,3
47,No,Non-Travel,Research & Development,20861,Female,177,2,4,Manager,4
53,No,Travel_Frequently,Human Resources,20862,Male,155,2,1,Laboratory Technician,1
32,Yes,Travel_Rarely,Sales,20863,Female,99,4,3,Manager,4
39,No,Travel_Rarely,Sales,20864,Female,132,1,5,Research Director,2
48,Yes,Non-Travel,Hardware,20865,Male,174,4,1,Developer,1
29,No,Travel_Frequently,Hardware,20866,Female,87,4,1,Manager,1
45,Yes,Non-Travel,Support,20867,Male,51,4,1,Research Director,1
27,No,Travel_Rarely,Sales,20868,Female,168,2,4,Manager,1
41,Yes,Travel_Rarely,Human Resources,20869,Female,84,4,4,Manager,1
43,Yes,Travel_Rarely,Software,20870,Male,145,2,4,Manager,2
59,No,Non-Travel,Support,20871,Female,63,2,4,Research Scientist,2
23,Yes,Travel_Rarely,Human Resources,20872,Female,118,3,1,Human Resources,2
49,No,Non-Travel,Human Resources,20873,Female,112,2,2,Research Scientist,2
53,Yes,Travel_Rarely,Support,20874,Female,168,3,1,Research Scientist,4
26,No,Travel_Rarely,Human Resources,20875,Male,162,2,4,Human Resources,1
37,No,Travel_Rarely,Human Resources,20876,Female,190,2,1,Manager,3
41,No,Non-Travel,Hardware,20877,Male,174,1,1,Developer,3
25,Yes,Non-Travel,Sales,20878,Male,114,4,1,Laboratory Technician,2
45,Yes,Non-Travel,Hardware,20879,Male,158,1,1,Manager,2
47,Yes,Travel_Frequently,Human Resources,20880,Male,118,4,3,Sales Representative,1
25,Yes,Non-Travel,Sales,20881,Female,50,1,3,Sales Representative,4
19,Yes,Travel_Frequently,Software,20882,Male,119,4,3,Manager,1
59,Yes,Travel_Frequently,Sales,20883,Female,80,4,1,Healthcare Representative,4
48,No,Travel_Rarely,Hardware,20884,Male,95,2,3,Healthcare Representative,1
58,No,Travel_Rarely,Human Resources,20885,Female,102,3,3,Laboratory Technician,3
25,Yes,Travel_Frequently,Sales,20886,Male,94,1,5,Sales Representative,4
57,No,Travel_Frequently,Research & Development,20887,Male,136,2,4,Research Director,4
24,No,Travel_Frequently,Software,20888,Male,48,1,4,Research Scientist,4
58,No,Travel_Frequently,Research & Development,20889,Female,147,2,2,Human Resources,4
29,Yes,Travel_Frequently,Research & Development,20890,Female,34,3,2,Healthcare Representative,4
43,Yes,Non-Travel,Research & Development,20891,Female,47,2,5,Sales Representative,1
59,Yes,Travel_Rarely,Human Resources,20892,Female,146,4,3,Sales Executive,3
49,No,Non-Travel,Software,20893,Male,84,4,3,Laboratory Technician,3
44,No,Travel_Frequently,Software,20894,Male,45,3,5,Manager,2
55,Yes,Travel_Rarely,Software,20895,Male,113,2,3,Developer,1
32,Yes,Travel_Frequently,Research & Development,20896,Female,158,1,1,Healthcare Representative,3
35,No,Travel_Rarely,Software,20897,Male,53,3,2,Healthcare Representative,1
22,Yes,Travel_Frequently,Sales,20898,Male,60,1,2,Human Resources,4
60,Yes,Non-Travel,Software,20899,Male,117,3,1,Healthcare Representative,4
51,Yes,Non-Travel,Research & Development,20900,Male,45,1,3,Sales Executive,2
59,Yes,Travel_Rarely,Software,20901,Female,122,3,1,Research Director,3
39,No,Travel_Frequently,Research & Development,20902,Female,114,2,4,Healthcare Representative,4
44,No,Travel_Frequently,Human Resources,20903,Female,143,3,4,Research Director,1
36,Yes,Non-Travel,Sales,20904,Male,91,4,3,Research Scientist,1
51,Yes,Travel_Rarely,Hardware,20905,Female,190,1,3,Healthcare Representative,3
54,No,Non-Travel,Research & Development,20906,Female,147,2,4,Manager,3
54,No,Non-Travel,Hardware,20907,Male,69,1,1,Manufacturing Director,3
51,Yes,Travel_Rarely,Human Resources,20908,Male,40,4,4,Human Resources,1
34,No,Non-Travel,Sales,20909,Female,96,3,1,Manager,2
29,Yes,Travel_Frequently,Support,20910,Female,30,2,3,Manufacturing Director,2
51,No,Travel_Frequently,Support,20911,Female,135,2,2,Manufacturing Director,1
35,No,Travel_Rarely,Software,20912,Female,166,2,5,Sales Representative,3
45,Yes,Travel_Frequently,Support,20913,Female,127,3,3,Laboratory Technician,2
58,No,Travel_Frequently,Software,20914,Male,129,4,5,Sales Executive,2
21,Yes,Non-Travel,Support,20915,Female,176,1,5,Human Resources,1
25,No,Travel_Frequently,Research & Development,20916,Female,157,1,2,Sales Representative,2
55,Yes,Travel_Rarely,Human Resources,20917,Male,185,4,3,Human Resources,2
31,Yes,Non-Travel,Software,20918,Male,50,3,3,Laboratory Technician,2
18,No,Travel_Frequently,Support,20919,Female,106,3,2,Laboratory Technician,4
41,No,Travel_Frequently,Sales,20920,Male,96,3,2,Manager,4
40,No,Non-Travel,Hardware,20921,Female,34,3,5,Manager,4
43,Yes,Non-Travel,Software,20922,Male,150,3,3,Developer,2
36,Yes,Travel_Frequently,Research & Development,20923,Female,93,3,5,Sales Representative,4
28,Yes,Travel_Rarely,Sales,20924,Male,116,4,4,Laboratory Technician,2
57,No,Travel_Rarely,Software,20925,Male,100,4,4,Manufacturing Director,3
38,No,Non-Travel,Software,20926,Female,189,3,3,Manager,3
37,Yes,Travel_Rarely,Software,20927,Male,98,2,4,Sales Representative,3
19,Yes,Non-Travel,Sales,20928,Female,99,4,1,Research Scientist,1
31,No,Travel_Rarely,Support,20929,Male,86,4,1,Manufacturing Director,3
25,No,Travel_Rarely,Support,20930,Male,73,3,1,Human Resources,1
54,Yes,Travel_Rarely,Human Resources,20931,Female,140,2,3,Research Director,4
54,No,Travel_Rarely,Hardware,20932,Male,99,4,2,Manager,1
26,Yes,Travel_Frequently,Software,20933,Female,200,1,1,Healthcare Representative,2
43,No,Travel_Frequently,Sales,20934,Female,132,2,5,Research Scientist,1
29,Yes,Travel_Frequently,Sales,20935,Female,91,2,3,Sales Executive,2
29,No,Travel_Frequently,Human Resources,20936,Female,128,2,4,Laboratory Technician,1
52,No,Non-Travel,Sales,20937,Male,30,1,5,Developer,1
52,No,Travel_Frequently,Software,20938,Female,69,2,5,Research Director,1
22,No,Travel_Rarely,Human Resources,20939,Female,194,1,2,Healthcare Representative,4
58,Yes,Travel_Rarely,Sales,20940,Female,150,4,3,Research Director,4
59,Yes,Travel_Frequently,Research & Development,20941,Male,200,1,1,Laboratory Technician,2
56,Yes,Non-Travel,Software,20942,Male,175,1,3,Developer,1
24,No,Non-Travel,Hardware,20943,Male,89,1,1,Research Scientist,4
43,No,Travel_Rarely,Support,20944,Female,127,2,3,Research Scientist,4
23,No,Non-Travel,Research & Development,20945,Male,131,2,5,Sales Executive,2
51,Yes,Travel_Rarely,Research & Development,20946,Male,196,1,5,Research Scientist,2
24,Yes,Travel_Rarely,Software,20947,Male,108,3,4,Human Resources,4
19,Yes,Non-Travel,Hardware,20948,Female,94,3,1,Manufacturing Director,2
46,No,Travel_Frequently,Support,20949,Female,122,4,3,Sales Executive,2
43,Yes,Travel_Rarely,Human Resources,20950,Male,117,3,3,Research Scientist,2
51,No,Travel_Rarely,Sales,20951,Female,36,4,2,Sales Representative,2
44,Yes,Travel_Frequently,Software,20952,Female,120,1,2,Manager,1
34,Yes,Travel_Rarely,Hardware,20953,Female,56,4,1,Sales Representative,3
21,Yes,Non-Travel,Hardware,20954,Female,142,1,3,Sales Executive,3
52,No,Travel_Rarely,Hardware,20955,Female,150,4,5,Sales Representative,4
49,Yes,Travel_Rarely,Human Resources,20956,Female,131,1,3,Laboratory Technician,2
34,No,Travel_Rarely,Human Resources,20957,Female,200,3,4,Research Scientist,4
33,Yes,Travel_Frequently,Sales,20958,Female,196,3,3,Research Director,2
36,No,Travel_Rarely,Software,20959,Female,69,1,3,Laboratory Technician,3
51,Yes,Travel_Rarely,Research & Development,20960,Female,121,3,1,Human Resources,3
19,Yes,Non-Travel,Software,20961,Male,162,3,4,Laboratory Technician,4
57,Yes,Travel_Rarely,Software,20962,Male,162,1,2,Healthcare Representative,4
21,No,Travel_Rarely,Sales,20963,Male,50,2,2,Sales Representative,3
25,No,Non-Travel,Support,20964,Female,68,2,5,Research Scientist,3
31,Yes,Travel_Rarely,Human Resources,20965,Female,118,4,2,Sales Executive,1
53,Yes,Non-Travel,Software,20966,Male,151,4,4,Manager,3
29,Yes,Travel_Frequently,Software,20967,Male,94,3,3,Manufacturing Director,2
54,Yes,Non-Travel,Research & Development,20968,Female,52,1,4,Developer,2
34,Yes,Non-Travel,Sales,20969,Female,35,4,2,Laboratory Technician,1
26,No,Non-Travel,Hardware,20970,Male,140,4,2,Sales Executive,3
51,Yes,Non-Travel,Research & Development,20971,Male,123,3,5,Human Resources,2
46,Yes,Travel_Frequently,Hardware,20972,Female,89,1,4,Sales Representative,2
32,Yes,Travel_Rarely,Hardware,20973,Female,118,2,4,Research Scientist,3
19,Yes,Travel_Rarely,Sales,20974,Female,160,4,3,Manager,1
21,No,Travel_Frequently,Human Resources,20975,Male,39,1,5,Sales Representative,1
37,Yes,Travel_Rarely,Support,20976,Male,167,2,3,Developer,1
27,No,Travel_Rarely,Support,20977,Female,121,4,2,Research Director,1
19,No,Travel_Rarely,Hardware,20978,Male,188,4,2,Developer,2
60,Yes,Non-Travel,Hardware,20979,Male,150,2,5,Manufacturing Director,1
18,Yes,Non-Travel,Hardware,20980,Female,157,1,5,Developer,4
35,Yes,Travel_Rarely,Hardware,20981,Female,58,1,4,Research Scientist,1
18,No,Travel_Rarely,Software,20982,Male,76,3,2,Human Resources,1
43,Yes,Travel_Frequently,Hardware,20983,Female,115,4,3,Manufacturing Director,4
40,Yes,Non-Travel,Hardware,20984,Male,114,1,1,Sales Executive,1
23,Yes,Non-Travel,Support,20985,Male,101,4,5,Sales Executive,1
28,No,Non-Travel,Hardware,20986,Male,46,1,3,Sales Representative,1
39,Yes,Travel_Frequently,Hardware,20987,Female,149,3,2,Manager,2
23,Yes,Non-Travel,Software,20988,Male,99,3,3,Laboratory Technician,1
26,Yes,Non-Travel,Software,20989,Male,185,4,2,Sales Representative,4
28,Yes,Non-Travel,Human Resources,20990,Female,190,4,1,Developer,4
23,No,Travel_Frequently,Support,20991,Female,44,4,5,Research Scientist,1
52,No,Non-Travel,Research & Development,20992,Male,48,1,3,Manufacturing Director,2
23,Yes,Travel_Frequently,Software,20993,Male,167,4,1,Developer,2
53,No,Travel_Rarely,Support,20994,Female,194,4,2,Research Director,3
38,Yes,Travel_Frequently,Research & Development,20995,Male,120,4,1,Sales Executive,4
38,Yes,Non-Travel,Software,20996,Female,31,1,4,Manufacturing Director,3
