Employee ID,MonthlyIncome,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion
38989,2429,No,3,26,4,9,8
38992,23974,Yes,49,11,3,5,1
38995,15327,No,35,13,3,6,3
38998,42899,Yes,37,20,4,2,18
39006,6212,No,18,21,2,6,18
39008,4533,No,10,25,3,14,8
39012,10698,No,8,38,3,5,12
39016,49552,Yes,30,14,2,2,1
39021,11631,No,38,21,4,14,4
39025,6470,Yes,43,19,2,1,1
39026,46644,No,38,31,1,5,5
39028,21257,No,41,18,1,11,10
39030,26375,No,31,8,4,3,1
39032,48750,No,20,8,2,3,2
39037,15504,Yes,16,28,4,3,8
39044,39229,Yes,36,7,3,1,1
39046,50826,No,21,37,1,9,17
39053,7174,Yes,17,38,3,12,17
39054,27296,No,37,10,3,10,3
39066,24212,No,49,3,1,2,1
39071,9228,No,23,26,4,3,7
39075,14726,Yes,17,25,4,3,1
39084,21362,No,43,40,2,6,5
39087,12176,Yes,40,36,1,14,23
39088,28434,Yes,16,1,3,1,1
39093,43733,Yes,43,32,2,13,3
39095,10150,No,26,32,2,18,8
39099,41772,Yes,34,29,2,18,21
39102,27375,No,17,6,3,1,1
39103,22035,Yes,29,27,4,13,11
39109,50428,No,30,18,4,5,1
39113,50992,No,47,29,1,9,2
39116,6011,Yes,29,26,1,5,9
39117,26029,Yes,25,38,3,2,2
39118,49600,No,34,40,2,7,14
39123,24227,No,4,6,2,1,2
39132,40363,Yes,20,21,2,4,8
39136,48875,Yes,44,33,4,15,24
39140,29289,No,31,5,1,1,1
39143,9286,No,8,26,1,4,3
39147,27153,Yes,49,20,1,7,12
39158,39402,No,16,34,2,3,3
39159,23539,Yes,22,25,4,5,3
39161,37778,Yes,9,4,2,3,1
39169,12606,Yes,30,28,3,2,4
39190,4628,No,31,34,3,1,28
39193,6213,No,36,11,3,10,2
39194,42641,No,46,22,4,1,1
39202,24428,No,1,32,2,4,2
39205,18003,Yes,37,9,3,4,1
39207,2497,Yes,20,28,4,12,6
39208,39228,Yes,32,23,4,7,8
39211,48345,Yes,40,32,3,7,9
39212,37084,Yes,33,31,2,4,17
39216,3269,No,20,21,4,2,11
39218,26637,No,24,13,2,2,1
39223,27211,No,31,16,4,8,7
39224,42027,No,14,39,2,23,17
39235,29257,Yes,42,1,4,1,1
39236,5738,No,24,3,4,1,1
39240,6096,No,21,29,2,7,8
39243,22192,Yes,33,8,3,2,4
39250,49754,Yes,23,17,1,10,7
39251,9885,No,41,4,4,2,3
39252,10114,Yes,31,11,2,5,5
39255,5872,Yes,9,11,2,1,1
39257,49565,Yes,16,7,4,3,2
39258,16284,No,38,24,4,9,7
39261,36163,Yes,46,1,4,1,1
39264,33256,No,21,38,3,13,9
39265,45008,Yes,44,13,4,4,2
39267,30774,Yes,14,33,1,2,4
39268,34794,Yes,44,7,2,1,2
39269,11291,Yes,49,9,3,6,5
39275,27789,Yes,49,36,3,14,20
39276,6444,No,10,2,3,1,1
39280,38513,Yes,46,27,4,6,17
39282,38165,Yes,10,24,4,23,1
39283,47199,No,38,8,1,2,2
39287,8666,Yes,41,36,1,16,7
39301,36469,Yes,16,38,1,23,9
39309,42265,No,32,21,1,5,15
39311,19262,No,18,8,4,2,1
39327,38979,No,30,17,3,4,5
39334,36473,Yes,25,1,2,1,1
39348,13718,No,48,17,2,4,4
39353,26111,No,18,34,1,4,4
39355,18484,Yes,44,26,4,14,6
39357,34430,Yes,1,26,4,1,7
39359,22978,No,2,7,1,2,2
39360,40786,No,13,22,1,6,2
39363,21922,No,46,17,1,1,7
39365,17331,Yes,21,13,2,1,2
39371,6959,No,48,9,1,2,3
39372,2202,Yes,4,6,2,2,1
39381,42632,No,29,40,1,7,12
39383,33723,No,38,35,3,4,15
39384,27962,Yes,15,31,1,1,25
39394,17374,No,36,35,3,9,4
39400,4928,Yes,42,34,4,4,4
39403,11433,Yes,23,22,4,3,1
39404,5662,Yes,14,7,1,1,3
39417,14507,No,46,17,2,3,6
39419,37979,Yes,48,11,1,7,1
39421,44924,Yes,32,16,1,6,6
39426,39654,Yes,42,10,3,2,2
39429,20116,No,3,21,1,13,5
39430,27970,No,9,14,1,7,10
39431,16666,No,34,38,4,25,33
39438,46811,No,7,22,4,18,12
39440,38777,No,45,4,2,3,3
39441,5194,No,19,40,3,4,4
39442,29967,No,27,32,3,10,5
39447,36199,Yes,0,28,4,21,2
39448,11650,No,40,27,1,4,4
39455,11179,Yes,2,16,3,1,2
39469,39008,Yes,19,37,2,23,18
39472,35555,No,20,23,2,4,15
39486,14004,No,23,8,3,2,4
39488,4610,No,25,9,4,2,1
39496,29569,No,7,11,2,4,4
39500,33793,No,31,11,3,8,1
39501,35502,Yes,25,12,3,1,1
39502,15892,Yes,43,17,4,4,13
39505,38579,Yes,16,1,3,1,1
39508,46075,No,28,19,3,1,1
39510,40517,Yes,13,28,2,17,21
39519,30360,Yes,42,12,3,1,1
39523,43740,Yes,11,5,1,2,2
39528,7632,No,3,12,4,3,6
39529,10212,Yes,11,36,3,18,28
39530,16758,No,24,20,4,6,6
39535,38959,No,17,7,2,5,3
39540,32437,Yes,15,11,3,3,5
39550,44792,Yes,7,9,2,1,5
39553,50296,No,41,26,2,9,10
39557,41458,Yes,42,19,2,2,1
39558,45221,Yes,36,10,3,3,1
39561,21658,No,47,2,2,1,1
39568,36219,No,30,6,2,1,1
39569,7170,No,15,27,1,5,6
39570,39351,No,42,13,3,1,5
39575,5749,Yes,7,3,1,1,1
39578,28788,Yes,38,12,4,9,9
39581,2036,No,34,22,3,1,7
39587,12143,No,1,16,2,7,5
39588,22555,Yes,21,19,4,5,14
39589,12840,No,2,1,1,1,1
39590,25175,Yes,20,33,2,1,14
39595,11288,Yes,33,39,3,8,7
39604,42550,No,18,7,3,1,3
39608,9781,Yes,29,28,1,3,13
39609,31551,No,31,25,1,1,1
39613,4824,No,25,26,1,3,6
39614,46917,Yes,19,8,3,1,2
39616,33473,Yes,5,14,2,8,7
39618,46881,Yes,35,17,1,2,3
39625,25252,Yes,6,35,2,17,3
39626,7948,No,2,14,1,6,1
39635,27405,Yes,6,38,2,1,10
39636,38177,No,5,30,4,13,11
39639,47824,No,27,6,3,5,1
39641,9923,Yes,13,27,1,1,2
39644,5108,No,33,2,2,1,1
39646,8325,Yes,38,29,4,1,3
39647,22384,No,19,24,4,2,14
39652,22793,Yes,24,21,3,1,1
39659,27744,No,41,30,3,3,9
39661,11518,Yes,34,34,4,19,7
39668,8767,No,15,40,4,12,8
39670,7528,Yes,3,4,1,1,1
39671,30843,No,8,34,2,8,4
39676,48492,Yes,1,32,3,2,2
39679,42246,No,47,18,2,2,2
39682,27904,No,0,31,4,11,15
39686,41574,Yes,20,34,2,24,13
39693,18242,No,19,21,4,6,6
39702,1856,No,25,31,3,15,3
39710,44020,Yes,19,27,4,17,1
39712,12646,No,0,37,2,16,27
39714,16749,No,47,33,1,4,18
39718,50678,No,15,21,1,7,5
39719,10875,Yes,43,35,1,4,6
39731,17070,Yes,42,38,4,2,1
39735,6781,Yes,20,13,3,1,1
39743,23512,Yes,16,5,3,3,5
39748,47485,Yes,24,32,3,5,1
39749,25400,No,8,19,4,6,4
39750,25663,Yes,46,6,1,4,2
39753,36493,Yes,3,13,2,2,1
39757,40711,Yes,19,26,1,3,5
39766,38936,No,44,22,3,4,2
39776,21169,No,11,29,3,1,2
39786,44485,Yes,30,11,2,3,4
39787,10411,No,35,11,3,11,2
39793,15882,No,21,8,3,3,2
39799,10501,No,33,21,2,8,7
39805,44851,No,9,6,3,5,1
39808,4966,Yes,9,27,1,17,12
39813,47228,Yes,31,20,1,2,5
39814,17028,No,12,6,3,2,2
39815,27198,No,7,30,4,16,11
39820,12552,No,3,9,2,3,2
39823,19291,Yes,14,30,2,17,18
39829,48786,Yes,15,27,3,3,11
39843,21398,No,48,29,3,12,7
39844,3878,No,43,39,4,7,17
39869,50999,Yes,37,26,4,4,1
39871,33456,No,45,35,4,2,2
39872,36316,Yes,20,33,4,1,1
39873,12864,No,24,39,3,4,1
39879,9007,No,46,28,4,8,6
39889,40698,Yes,45,12,3,6,2
39891,39541,No,36,13,4,1,3
39895,6457,No,23,32,2,1,2
39897,14680,Yes,20,30,4,1,3
39908,16030,Yes,11,16,1,4,12
39914,47314,No,13,25,1,7,1
39915,26086,Yes,3,3,4,1,1
39917,1590,Yes,1,38,2,21,18
39923,7178,No,39,12,1,1,1
39924,34670,No,47,12,2,1,1
39926,41200,No,39,38,3,1,1
39930,42951,Yes,11,1,2,1,1
39931,28511,Yes,24,25,3,4,2
39932,5180,Yes,27,34,4,17,14
39946,9111,No,33,38,4,27,34
39951,37756,No,33,23,1,20,1
39958,25079,No,16,20,4,13,2
39959,31198,No,39,12,4,6,4
39961,9351,No,6,27,1,1,1
39965,38634,No,31,5,3,2,3
39973,21934,No,21,29,3,2,8
39981,6261,Yes,10,25,3,23,21
39982,43441,No,23,25,1,6,1
39983,47432,No,10,29,1,6,5
39987,13093,Yes,17,37,4,6,1
39991,13363,No,0,35,2,10,6
39993,23990,Yes,26,27,2,14,21
39996,49455,Yes,22,17,1,1,1
40003,24113,Yes,16,24,3,1,1
40005,19256,Yes,32,5,2,2,2
40006,9775,Yes,19,27,3,2,11
40007,21600,No,39,3,4,1,1
40008,31985,No,21,39,4,18,1
40015,28506,No,20,34,2,14,6
40016,3512,No,29,30,1,22,3
40023,14973,No,36,6,2,3,4
40024,10596,Yes,19,16,4,8,8
40035,40767,Yes,14,25,1,3,7
40042,26119,No,1,25,4,1,1
40044,11715,Yes,40,34,3,2,2
40045,18794,No,6,35,4,5,2
40046,50144,Yes,6,12,1,6,5
40048,23460,No,30,18,2,1,1
40058,17972,Yes,42,19,1,9,11
40063,29402,Yes,27,33,4,3,4
40066,39478,No,1,4,2,1,1
40073,4903,Yes,34,5,4,4,1
40082,24151,Yes,29,25,4,5,4
40088,47507,Yes,5,7,4,1,2
40089,43370,Yes,48,4,4,1,2
40093,38723,No,49,13,3,1,6
40095,45419,Yes,42,4,4,2,3
40103,27804,No,34,2,1,1,1
40104,25437,No,10,32,1,12,1
40110,31310,Yes,20,39,1,1,20
40111,21999,No,23,18,4,13,5
40114,36806,Yes,31,40,2,2,19
40121,7276,No,8,40,1,7,17
40122,41786,No,48,38,4,13,8
40131,2324,Yes,49,18,4,4,7
40132,16392,Yes,7,36,4,21,11
40133,22727,Yes,24,2,2,1,1
40135,32826,No,22,40,2,4,4
40141,46864,No,0,13,4,1,4
40158,16344,No,6,26,4,22,6
40160,45015,No,19,30,3,10,15
40169,13730,No,26,31,2,2,3
40171,6460,No,10,22,2,13,15
40175,6427,No,49,40,3,17,3
40188,34525,Yes,38,35,3,19,6
40189,15286,Yes,47,38,2,13,6
40195,24902,No,27,22,3,12,8
40197,13598,Yes,40,35,3,4,3
40199,25426,Yes,34,38,2,5,5
40200,44146,Yes,45,30,2,5,4
40202,49436,Yes,8,32,3,7,13
40207,26833,No,45,5,4,2,1
40208,11516,No,40,4,3,1,1
40209,29352,Yes,41,28,4,3,5
40220,9708,Yes,33,12,4,7,2
40224,11106,No,44,26,4,3,1
40227,17215,No,4,23,1,2,1
40246,29800,Yes,40,16,4,6,10
40247,14476,No,37,33,2,10,16
40249,25133,Yes,40,25,4,6,1
40250,49522,Yes,30,10,1,1,1
40252,21964,No,30,17,4,13,13
40260,29856,Yes,15,14,3,2,2
40261,13893,No,20,13,3,2,5
40268,42287,No,22,38,3,4,1
40269,28472,Yes,22,16,3,6,1
40271,9966,No,15,35,2,34,8
40272,48787,No,30,5,3,4,1
40273,10199,No,33,22,2,3,2
40280,27673,Yes,37,24,3,8,3
40281,18593,No,45,20,3,19,11
40283,45933,No,44,16,4,5,3
40290,30692,Yes,48,32,2,8,1
40291,24826,No,20,34,1,21,14
40295,28529,Yes,28,3,4,3,1
40298,11659,No,39,23,3,4,8
40302,46585,No,27,25,1,2,8
40305,5230,No,2,7,2,4,4
40308,6629,Yes,28,35,3,5,8
40311,40462,Yes,4,28,2,7,2
40313,47026,No,32,22,2,2,7
40318,3597,Yes,48,30,3,18,9
40333,40443,Yes,22,38,4,22,33
40335,47445,Yes,38,35,4,5,4
40337,26250,No,26,1,1,1,1
40343,31843,Yes,12,26,3,2,14
40347,47582,No,2,7,3,1,1
40350,43301,Yes,9,10,3,3,2
40352,48319,No,0,16,1,6,1
40379,45641,No,31,31,4,8,10
40383,22059,No,15,6,3,2,3
40384,22472,Yes,17,38,4,7,4
40388,5234,No,38,5,3,1,1
40390,4205,Yes,7,11,1,8,3
40391,1175,No,5,28,2,13,9
40393,23752,No,0,23,3,3,6
40394,50994,No,17,38,2,1,1
40397,16525,No,15,8,2,7,1
40398,20379,No,14,18,3,3,1
40401,15006,Yes,8,34,2,20,5
40404,28482,Yes,23,29,3,14,3
40406,25509,Yes,5,26,3,5,14
40411,48107,Yes,18,24,4,23,7
40413,31208,Yes,43,31,4,5,5
40415,27066,No,39,25,1,4,3
40418,4358,No,20,18,2,13,12
40421,8204,No,47,2,3,1,1
40423,21053,Yes,46,3,2,1,1
40435,16802,Yes,12,35,3,20,3
40443,47168,Yes,29,21,2,15,5
40444,36526,No,35,34,4,9,6
40451,13356,Yes,39,16,3,6,3
40452,16141,Yes,5,7,2,3,2
40453,46321,Yes,13,28,3,17,5
40456,24455,Yes,34,12,2,1,1
40457,24074,No,44,5,4,2,1
40469,39408,No,10,9,2,2,3
40471,4323,No,6,19,4,1,1
40475,35010,Yes,32,16,3,3,2
40476,14541,Yes,8,36,4,3,13
40477,2664,No,11,38,4,5,5
40479,14557,Yes,13,8,3,5,5
40486,39830,No,14,6,2,1,3
40488,4934,Yes,26,19,2,4,15
40492,30830,No,49,1,3,1,1
40503,10120,No,31,6,1,2,2
40508,17129,Yes,22,16,1,4,8
40514,20600,No,39,4,2,1,1
40525,11024,Yes,30,31,3,4,2
40526,48140,No,42,20,1,1,1
40527,10957,No,43,32,2,2,3
40535,10363,No,7,40,3,11,20
40536,29906,Yes,2,40,2,7,4
40538,34170,Yes,34,17,1,6,4
40540,30227,Yes,38,2,1,1,2
40541,22606,Yes,7,20,2,2,2
40550,41424,Yes,8,18,4,10,16
40551,37210,Yes,28,6,1,1,1
40558,34432,Yes,2,13,4,1,1
40569,46021,No,22,23,2,2,3
40570,2821,Yes,34,7,1,1,2
40574,39344,No,3,36,4,2,2
40576,4317,Yes,10,24,4,7,14
40577,13562,Yes,3,36,3,25,16
40578,39415,No,15,26,4,18,1
40591,40819,Yes,48,11,1,2,2
40595,37296,Yes,45,31,1,7,1
40597,13118,Yes,42,37,2,14,11
40602,34815,No,14,28,4,7,14
40607,30702,No,44,27,2,6,10
40608,42862,Yes,42,27,3,4,18
40610,31532,Yes,28,39,4,8,3
40612,33783,Yes,18,9,1,1,1
40617,38864,No,37,14,4,9,8
40623,44099,No,7,3,1,1,1
40634,3589,Yes,23,18,1,3,11
40635,32509,Yes,15,16,3,3,9
40642,10037,No,38,11,1,3,2
40649,33147,Yes,33,14,2,12,7
40652,22999,No,11,40,4,9,8
40653,11968,Yes,18,4,4,2,2
40661,46922,No,35,13,2,2,9
40662,6350,Yes,12,35,3,21,3
40664,50456,No,9,11,1,6,1
40666,32580,No,10,37,1,4,33
40669,7950,Yes,31,28,3,9,14
40674,48370,No,44,1,4,1,1
40675,32850,No,15,20,4,9,9
40681,3810,Yes,16,34,4,1,1
40682,9793,No,2,12,1,6,5
40684,34370,No,11,40,2,1,1
40700,11184,No,17,31,4,6,6
40702,35246,No,1,10,4,5,5
40705,42661,Yes,46,32,1,6,5
40708,39553,Yes,36,28,3,2,2
40709,29826,Yes,48,1,1,1,1
40711,3922,Yes,36,37,2,10,3
40714,41805,Yes,9,9,1,2,1
40717,21108,No,38,2,3,2,2
40719,13580,No,15,37,2,1,32
40723,18168,No,44,33,2,22,25
40725,12024,Yes,14,30,2,1,1
40728,40589,No,6,38,4,18,12
40736,50192,No,28,8,4,1,2
40739,27913,No,15,5,1,1,1
40742,2359,No,39,27,4,16,9
40747,32539,Yes,41,36,1,1,3
40762,15231,No,21,13,2,1,1
40764,34951,Yes,0,12,4,8,9
40765,34390,Yes,18,13,2,4,4
40768,19999,Yes,43,19,2,8,10
40770,6701,Yes,22,29,1,14,6
40771,32250,No,15,37,1,12,1
40777,20950,Yes,31,13,1,7,8
40779,17909,Yes,18,16,4,1,7
40784,19806,No,2,39,3,3,1
40788,40725,No,16,10,3,1,1
40797,37239,No,14,17,2,10,8
40799,20325,Yes,14,35,3,7,5
40801,17446,No,43,36,4,25,10
40806,33055,No,40,28,3,1,2
40808,43065,Yes,45,28,1,4,1
40820,44372,Yes,4,8,4,6,2
40827,26493,No,0,14,4,1,6
40837,28121,No,21,31,2,4,1
40838,18319,Yes,4,2,1,2,2
40840,10837,Yes,8,16,2,12,6
40841,41878,Yes,44,29,1,1,18
40843,1088,No,30,27,1,10,4
40853,36125,No,27,28,4,1,1
40862,29054,Yes,24,20,2,7,9
40865,23549,No,30,36,1,21,32
40868,5730,No,30,22,3,20,9
40881,27060,Yes,7,26,2,2,10
40898,10592,No,42,17,4,1,1
40899,46008,No,28,10,3,3,2
40902,20866,No,25,11,4,11,1
40907,48770,Yes,16,35,1,4,9
40920,30423,No,20,40,3,4,7
40924,38454,No,5,23,4,1,5
40931,9488,No,20,33,4,25,28
40933,25799,No,16,25,3,14,2
40936,17448,Yes,12,38,2,2,11
40938,5099,No,31,27,4,2,2
40946,6394,Yes,48,3,2,1,1
40956,8498,No,33,26,2,3,4
40958,33102,Yes,37,16,1,4,3
40959,11996,No,31,18,1,8,3
40962,2747,Yes,9,25,2,5,6
40966,5688,Yes,10,28,2,2,1
40968,40542,Yes,6,1,1,1,1
40971,48453,Yes,14,30,1,16,6
40973,23777,No,26,9,3,3,5
40978,44525,No,12,16,1,1,1
40981,35421,No,31,31,2,6,3
40986,40689,No,4,39,2,2,3
40992,34969,Yes,30,1,2,1,1
41000,17311,No,47,10,3,6,4
41001,42557,No,44,10,1,1,1
41002,38911,No,48,2,1,1,1
41004,26922,Yes,1,40,3,9,19
41007,30693,No,42,30,1,7,7
41012,21733,Yes,21,4,4,2,1
41013,22775,Yes,10,12,4,1,1
41018,28945,No,41,9,4,6,4
41020,25428,Yes,13,7,1,6,2
41021,21581,No,3,16,2,9,4
41028,10835,No,28,22,2,3,3
41033,12768,Yes,40,20,3,3,2
41037,3473,Yes,12,25,1,2,2
41048,39841,No,25,17,2,1,1
41053,27652,Yes,10,16,2,9,6
41055,6912,No,24,27,2,1,2
41056,18688,No,32,37,4,2,6
41060,37840,No,32,22,4,10,3
41061,11936,Yes,4,38,2,9,15
41068,35931,No,39,38,4,4,6
41075,5882,Yes,20,28,1,8,6
41091,46504,No,16,30,3,4,26
41094,22157,No,24,3,2,1,1
41095,23438,Yes,37,27,4,3,4
41097,30766,No,16,18,4,2,2
41105,14862,Yes,19,11,2,2,1
41106,40628,No,1,7,1,3,3
41107,21333,Yes,46,39,2,7,4
41109,9912,No,26,40,4,24,8
41115,4767,Yes,24,23,3,10,1
41116,31996,No,8,27,1,27,5
41119,44110,No,24,33,4,14,9
41125,34765,Yes,9,13,3,4,5
41129,37928,No,5,14,4,1,4
41143,19055,No,22,13,4,3,3
41155,41298,Yes,44,5,4,2,4
41157,7526,No,30,36,4,11,13
41160,39080,Yes,26,7,1,1,5
41161,16782,Yes,1,27,2,6,14
41169,1079,Yes,46,37,4,5,23
41173,44106,Yes,1,26,1,7,3
41174,17249,No,14,34,1,5,1
41183,7529,Yes,47,26,3,6,5
41185,35263,Yes,44,4,1,2,4
41186,23112,Yes,17,18,2,2,5
41190,1264,No,4,24,1,19,16
41198,41452,Yes,19,18,3,14,11
41208,19050,No,32,26,1,2,2
41212,28467,No,35,19,2,3,3
41214,22366,Yes,27,35,2,4,1
41218,14435,No,15,26,3,3,5
41221,49178,Yes,10,10,4,7,6
41231,28453,Yes,14,11,1,8,3
41239,47994,Yes,34,26,3,5,1
41240,28259,No,26,27,3,22,12
41247,34669,Yes,33,36,1,21,15
41248,29902,No,4,22,2,7,9
41250,37459,Yes,31,29,3,17,9
41259,33520,No,14,16,4,1,2
41262,25450,Yes,13,30,2,2,4
41263,50336,Yes,29,9,1,1,1
41271,14241,No,6,20,2,10,5
41273,12520,No,6,2,3,1,1
41275,33564,No,42,24,4,4,5
41276,38562,Yes,12,40,1,26,9
41278,41776,No,39,1,1,1,1
41279,15103,Yes,16,37,1,3,3
41282,15623,Yes,14,7,1,1,1
41286,26428,No,14,29,1,25,23
41291,39398,No,2,38,1,8,3
41292,20800,No,19,35,1,7,23
41300,32179,No,43,22,2,3,4
41303,37433,Yes,40,30,2,7,9
41308,35157,No,40,40,3,22,30
41312,28660,No,24,35,3,15,16
41314,22364,Yes,11,19,3,10,1
41318,15537,Yes,40,26,1,5,13
41320,43332,Yes,35,20,3,4,4
41322,42881,No,6,3,3,2,1
41323,27026,No,12,31,2,3,8
41325,20325,No,39,7,1,1,5
41327,37986,Yes,16,26,3,3,8
41330,10962,No,32,39,4,4,9
41343,45636,No,26,20,2,12,1
41347,34568,Yes,46,15,2,12,1
41349,48255,No,46,20,4,2,3
41360,17012,Yes,15,18,3,2,1
41362,17013,No,48,30,4,13,1
41368,40899,Yes,42,39,3,2,9
41372,41126,No,32,4,3,1,1
41383,37032,No,16,11,4,1,7
41392,38937,No,27,26,1,2,1
41395,41902,No,33,22,2,2,5
41399,20559,No,41,20,2,6,5
41401,41510,No,40,21,4,3,1
41406,19611,No,23,27,4,16,24
41416,26225,Yes,19,30,2,26,2
41418,13075,No,33,33,4,11,20
41429,18871,No,29,4,3,1,1
41431,43409,Yes,48,37,3,23,19
41434,31045,Yes,14,29,2,16,17
41442,3842,No,15,11,1,1,3
41448,2871,Yes,0,38,3,2,3
41451,38795,No,14,40,3,7,6
41456,45764,No,1,31,1,2,2
41457,6751,Yes,48,27,2,12,2
41460,40866,No,6,27,1,27,16
41463,9143,No,28,19,4,9,10
41467,18857,No,24,2,3,1,1
41468,21094,No,22,10,1,1,4
41470,3035,No,20,28,2,1,8
41473,36986,No,2,27,1,5,6
41479,30650,Yes,42,32,3,7,3
41480,47255,Yes,18,23,2,1,4
41482,9656,No,33,28,2,12,19
41488,2540,No,35,5,3,1,3
41490,47295,Yes,5,23,2,4,8
41494,8949,No,16,6,4,4,4
41502,44155,Yes,46,1,4,1,1
41506,25416,No,15,33,3,5,4
41514,43194,No,13,34,4,10,24
41516,13640,Yes,44,31,4,1,1
41518,6071,No,2,6,4,1,3
41521,38159,Yes,35,9,4,3,4
41523,36886,No,26,12,3,2,2
41524,46585,Yes,2,38,2,3,6
41527,38010,No,28,15,1,4,3
41529,5070,Yes,25,13,1,3,1
41530,18091,No,31,31,3,7,1
41534,32797,Yes,21,7,1,2,3
41538,38443,No,22,2,1,1,1
41539,3668,Yes,41,1,3,1,1
41543,16072,No,23,36,3,2,6
41544,32981,No,8,39,2,35,16
41546,31480,Yes,28,4,4,1,1
41552,27506,Yes,28,22,1,3,3
41554,29208,Yes,43,35,1,1,7
41560,40401,No,40,26,3,3,1
41562,48791,Yes,6,20,4,5,5
41568,48789,No,39,21,3,9,3
41575,17249,Yes,49,12,1,1,1
41579,33572,No,39,21,2,14,13
41585,36021,No,5,40,3,8,30
41587,28787,No,19,2,3,1,2
41592,14246,No,19,10,4,2,1
41598,46397,No,12,34,4,9,2
41599,17477,Yes,42,12,2,5,6
41609,23386,Yes,12,28,1,18,17
41616,40607,No,11,40,4,14,12
41619,33496,No,25,29,3,16,23
41624,5046,No,22,30,3,2,13
41634,17735,No,48,1,3,1,1
41647,22672,Yes,9,40,1,3,4
41648,7552,Yes,19,27,3,6,6
41650,31638,No,18,3,2,1,1
41651,33628,Yes,10,28,4,4,13
41654,21052,Yes,8,25,2,4,2
41655,16594,No,17,4,2,1,1
41659,50291,No,43,13,4,2,1
41661,46102,Yes,43,6,3,2,1
41665,41744,Yes,16,27,3,12,13
41668,14288,Yes,43,2,4,1,1
41670,43904,No,19,21,3,7,14
41674,50862,Yes,3,20,1,3,11
41676,37449,Yes,19,26,1,2,2
41677,1553,No,11,35,3,3,3
41685,44416,No,20,2,3,1,2
41692,20336,Yes,41,13,2,5,4
41693,22729,No,16,24,3,21,24
41697,22169,Yes,27,29,3,5,2
41699,31590,No,1,25,4,12,3
41705,43346,No,6,8,4,7,3
41708,35148,No,12,24,2,6,10
41710,48397,No,0,17,1,5,3
41711,11397,No,32,15,2,1,5
41712,16918,No,49,39,1,14,12
41713,31112,Yes,44,11,3,3,4
41732,9765,Yes,10,16,2,7,6
41744,31214,No,42,2,4,1,2
41746,42039,Yes,39,11,4,6,4
41747,28431,Yes,13,2,1,1,1
41748,29510,No,12,11,2,9,8
41754,41303,No,31,28,4,14,11
41760,50238,No,19,28,4,5,3
41764,20339,Yes,34,15,3,4,2
41769,20841,Yes,1,15,4,1,1
41774,28098,Yes,46,35,2,10,21
41779,32127,Yes,37,31,1,10,7
41781,16697,No,33,13,3,4,3
41782,24412,Yes,10,26,1,6,1
41790,15224,No,7,26,2,9,8
41792,25123,No,46,14,3,3,6
41806,32591,Yes,30,39,2,4,9
41812,14257,Yes,10,25,3,2,3
41815,28136,No,31,21,3,1,1
41823,33859,No,47,15,1,5,11
41828,46847,No,14,21,1,2,14
41831,48586,Yes,34,12,1,2,1
41842,43223,Yes,14,4,4,3,1
41853,40816,Yes,7,30,4,15,19
41856,23026,Yes,47,22,3,9,4
41865,27117,No,36,9,3,5,7
41872,24359,Yes,29,11,2,2,2
41874,6501,Yes,15,6,1,1,1
41878,40951,Yes,47,4,3,1,4
41879,36373,No,10,15,2,1,8
41880,4349,Yes,0,29,2,6,2
41882,17740,Yes,27,38,3,7,11
41897,48635,No,38,35,2,1,1
41904,36323,Yes,34,16,1,2,3
41906,6949,Yes,28,28,2,8,12
41909,8034,Yes,42,2,3,1,1
41913,3172,No,29,24,3,1,1
41914,26455,Yes,22,33,4,3,11
41927,46428,No,2,2,3,1,1
41928,5984,Yes,48,20,1,1,1
41930,42554,No,39,30,3,1,17
41954,2022,No,37,6,3,2,1
41957,20363,Yes,14,36,1,1,1
41963,15948,Yes,7,31,4,14,25
41970,13105,Yes,29,7,3,1,2
41976,1043,No,26,32,4,9,6
41977,37272,No,9,14,1,1,1
41981,48474,Yes,38,3,4,1,1
41985,16275,No,18,31,4,8,1
41991,4458,No,14,27,4,2,6
41992,44592,No,21,37,3,1,23
41998,16103,Yes,14,30,2,5,14
42000,20043,Yes,22,27,3,1,6
42004,17620,Yes,33,16,1,3,2
42005,36822,No,32,4,4,2,1
42006,1489,Yes,30,40,1,3,1
42009,2094,Yes,43,16,2,7,9
42010,32653,Yes,40,4,3,2,1
42012,19322,No,2,18,2,10,8
42014,2564,Yes,46,8,1,1,1
42017,6588,Yes,30,11,4,5,8
42019,27704,Yes,32,6,3,1,1
42022,11102,Yes,44,30,4,6,1
42023,2876,No,17,3,2,1,1
42025,23498,No,38,37,1,3,7
42029,6523,Yes,7,3,2,2,2
42033,31803,Yes,14,1,1,1,1
42038,5936,No,23,24,2,6,6
42046,39058,Yes,47,18,2,5,1
42049,36172,Yes,23,32,2,10,8
42050,20803,Yes,11,39,2,9,1
42056,47897,No,35,38,1,26,19
42058,14865,Yes,1,23,4,18,14
42059,36866,No,38,12,4,1,2
42066,37056,No,47,15,2,1,2
42068,26781,No,9,15,3,11,5
42069,21699,Yes,13,18,2,3,7
42071,15284,No,37,40,3,11,11
42072,31586,No,44,28,2,4,6
42074,4539,Yes,40,20,3,4,4
42076,43992,No,9,21,1,2,2
42078,46511,Yes,45,39,3,1,1
42080,19515,No,36,38,3,14,8
42083,10121,No,7,12,4,1,1
